,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomeBand,AgeGroup,TenureGroup,RiskScore
1205,32,1,Rarely,1259,Research & Development,2,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852.0,1,0,12,3,1,0,1,2,3,1,0,0,0,Bajo,Entre 26 y 45,0-2,6
1206,26,0,Non-Travel,786,Research & Development,7,3,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925.0,1,0,20,4,3,0,7,5,3,7,7,5,7,Medio,Entre 26 y 45,6-9,0
1207,55,0,Rarely,1441,Research & Development,22,3,Unknown,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737.0,5,0,12,3,4,1,8,1,3,4,2,1,2,Medio,A partir de 45,3-5,3
1208,34,0,Rarely,1157,Research & Development,5,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912.0,1,0,14,3,3,1,15,3,4,15,10,4,13,Medio,Entre 26 y 45,10+,1
1209,60,0,Rarely,370,Research & Development,1,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467.0,3,0,20,4,3,1,19,2,4,1,0,0,0,Medio,A partir de 45,0-2,1
1210,33,0,Rarely,267,Research & Development,21,3,Unknown,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637.0,1,0,18,3,4,3,14,6,3,14,11,2,13,Medio,Entre 26 y 45,10+,3
1211,37,0,Frequently,1278,Sales,1,4,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677.0,1,0,14,3,3,2,6,2,2,6,3,1,3,Medio,Entre 26 y 45,6-9,2
1212,34,0,Rarely,678,Research & Development,19,3,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338.0,1,0,12,3,2,0,10,3,3,10,9,8,7,Medio,Entre 26 y 45,10+,3
1213,23,1,Rarely,427,Sales,7,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103.0,1,1,21,4,2,1,3,2,3,3,2,0,4,Medio,Menores 25,3-5,4
1214,44,0,Rarely,921,Research & Development,2,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810.0,1,1,19,3,2,1,9,2,3,8,7,6,7,Medio,Entre 26 y 45,6-9,4
1215,35,0,Frequently,146,Research & Development,2,4,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970.0,0,1,14,3,3,0,6,2,4,5,4,1,4,Medio,Entre 26 y 45,3-5,3
1216,43,0,Rarely,1179,Sales,2,3,Medical,1706,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069.0,1,1,17,3,1,1,10,3,3,10,9,8,8,Medio,Entre 26 y 45,10+,4
1217,24,0,Rarely,581,Research & Development,9,3,Medical,1707,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616.0,1,0,16,3,4,1,5,1,3,5,3,0,4,Medio,Menores 25,3-5,0
1218,41,0,Rarely,918,Sales,6,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,9241.0,15869.0,1,0,12,3,2,0,10,3,3,10,8,8,7,Medio,Entre 26 y 45,10+,2
1219,29,0,Rarely,1082,Research & Development,9,4,Medical,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412.0,9,0,17,3,3,1,9,2,3,5,3,1,2,Medio,Entre 26 y 45,3-5,0
1220,36,0,Rarely,530,Sales,2,4,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439.0,3,0,15,3,3,0,17,2,2,13,7,6,7,Medio,Entre 26 y 45,10+,2
1221,45,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748.0,3395.0,3,0,23,4,4,1,25,3,2,23,15,14,4,Medio,Entre 26 y 45,10+,2
1222,24,1,Rarely,240,Human Resources,22,1,Human Resources,1714,4,Male,58,1,1,Human Resources,3,Married,1555.0,11585.0,1,0,11,3,3,1,1,2,3,1,0,0,0,Bajo,Menores 25,0-2,2
1223,47,1,Frequently,1093,Sales,9,3,Life Sciences,1716,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164.0,7,0,11,3,3,0,25,3,1,23,5,14,4,Alto,A partir de 45,10+,2
1224,26,0,Rarely,390,Research & Development,17,4,Medical,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217.0,1,0,15,3,3,3,3,3,4,3,2,0,2,Medio,Entre 26 y 45,3-5,0
1225,45,0,Rarely,1005,Research & Development,28,2,Technical Degree,1719,4,Female,48,2,4,Research Director,2,Single,16704.0,17119.0,1,0,11,3,3,0,21,2,3,21,6,8,6,Alto,Entre 26 y 45,10+,2
1226,32,0,Frequently,585,Research & Development,10,3,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360.0,6,0,13,3,1,1,10,3,2,5,2,1,3,Medio,Entre 26 y 45,3-5,5
1227,31,0,Rarely,741,Research & Development,2,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103.0,1,0,14,3,4,1,6,2,4,5,2,0,3,Medio,Entre 26 y 45,3-5,1
1228,41,0,Non-Travel,552,Human Resources,4,3,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Unknown,6430.0,20794.0,6,0,19,3,2,1,10,4,3,3,2,1,2,Medio,Entre 26 y 45,3-5,4
1229,40,0,Rarely,369,Research & Development,8,2,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041.0,2,1,16,3,2,1,18,3,3,1,0,0,0,Medio,Entre 26 y 45,0-2,8
1230,36,0,Rarely,506,Research & Development,29,1,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622.0,1,0,13,3,2,3,6,2,4,6,2,1,2,Medio,Entre 26 y 45,6-9,5
1231,46,0,Rarely,717,Research & Development,13,4,Unknown,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697.0,6,0,14,3,4,0,19,3,3,10,7,0,9,Medio,A partir de 45,10+,2
1232,35,0,Rarely,1370,Research & Development,27,4,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151.0,2,0,16,3,2,1,17,3,3,7,7,0,4,Medio,Entre 26 y 45,6-9,2
1233,30,0,Rarely,793,Research & Development,16,1,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,2862.0,3811.0,1,0,12,3,2,1,10,3,2,10,0,0,8,Medio,Entre 26 y 45,10+,5
1234,47,0,Non-Travel,543,Sales,2,4,Marketing,1731,3,Male,87,3,2,Sales Executive,3,Married,4978.0,3536.0,7,0,11,3,4,1,4,3,1,1,0,0,0,Medio,A partir de 45,0-2,3
1235,46,0,Rarely,1277,Sales,2,3,Life Sciences,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596.0,4,1,12,3,2,1,13,5,2,10,6,0,3,Medio,A partir de 45,10+,6
1236,36,1,Rarely,1456,Sales,13,5,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134.0,8658.0,5,1,13,3,2,3,16,3,3,2,2,2,2,Medio,Entre 26 y 45,0-2,7
1237,32,1,Rarely,964,Sales,1,2,Life Sciences,1734,1,Male,34,1,2,Sales Executive,2,Single,6735.0,12147.0,6,0,15,3,2,0,10,2,3,0,0,0,4,Medio,Entre 26 y 45,0-2,6
1238,23,0,Rarely,160,Research & Development,4,1,Medical,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,12862.0,1,0,13,3,3,0,3,3,1,3,2,1,2,Medio,Menores 25,3-5,4
1239,31,0,Frequently,163,Research & Development,24,1,Technical Degree,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670.0,2,0,20,4,4,0,9,3,2,5,4,1,4,Medio,Entre 26 y 45,3-5,2
1240,39,0,Non-Travel,792,Research & Development,1,3,Life Sciences,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472.0,8989.0,1,1,15,3,4,1,9,2,3,9,8,5,8,Medio,Entre 26 y 45,6-9,2
1241,32,0,Rarely,371,Sales,19,3,Life Sciences,1739,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840.0,3,0,13,3,3,1,10,2,1,4,3,0,2,Medio,Entre 26 y 45,3-5,2
1242,40,0,Rarely,611,Sales,7,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,19833.0,4349.0,1,0,14,3,2,0,21,3,2,21,8,12,8,Alto,Entre 26 y 45,10+,7
1243,45,0,Rarely,176,Human Resources,4,3,Life Sciences,1744,3,Female,56,1,3,Human Resources,3,Married,9756.0,6595.0,4,0,21,4,3,2,9,2,4,5,0,0,3,Medio,Entre 26 y 45,3-5,0
1244,30,0,Frequently,1312,Research & Development,2,4,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,4968.0,26427.0,0,0,16,3,4,0,10,2,3,9,7,0,7,Medio,Entre 26 y 45,6-9,2
1245,24,0,Frequently,897,Human Resources,10,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,2145.0,2097.0,0,0,14,3,4,1,3,2,3,2,2,2,1,Medio,Menores 25,0-2,1
1246,30,1,Frequently,600,Human Resources,8,3,Human Resources,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180.0,9732.0,6,0,11,3,3,1,6,0,2,4,2,1,2,Medio,Entre 26 y 45,3-5,2
1247,31,0,Rarely,1003,Sales,5,3,Technical Degree,1749,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943.0,1,0,19,3,3,1,6,3,3,5,2,0,2,Medio,Entre 26 y 45,3-5,1
1248,27,0,Rarely,1054,Research & Development,8,3,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152.0,1,0,11,3,3,0,6,5,2,6,2,1,4,Medio,Entre 26 y 45,6-9,2
1249,29,1,Rarely,428,Sales,9,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,4907.0,14630.0,1,0,13,3,3,0,2,3,3,2,2,2,4,Medio,Entre 26 y 45,0-2,3
1250,29,0,Frequently,461,Research & Development,1,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,23060.0,8,1,12,3,4,0,10,5,4,3,2,0,2,Medio,Entre 26 y 45,3-5,2
1251,30,0,Rarely,979,Sales,15,2,Marketing,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088.0,2,0,11,3,1,1,12,2,3,7,7,1,7,Medio,Entre 26 y 45,6-9,4
1252,34,0,Rarely,181,Research & Development,2,4,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586.0,0,1,14,3,1,3,6,3,3,5,0,1,2,Medio,Entre 26 y 45,3-5,4
1253,33,0,Non-Travel,1283,Sales,2,3,Marketing,1756,4,Female,62,3,2,Sales Executive,2,Single,5147.0,10697.0,8,0,15,3,4,0,13,2,2,11,7,1,7,Medio,Entre 26 y 45,10+,4
1254,49,0,Rarely,1313,Sales,11,4,Marketing,1757,4,Female,80,3,2,Sales Executive,4,Single,4507.0,8191.0,3,0,12,3,3,0,8,1,4,5,1,0,4,Medio,A partir de 45,3-5,0
1255,33,1,Rarely,211,Sales,16,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,8564.0,10092.0,2,1,20,4,3,0,11,2,2,0,0,0,0,Medio,Entre 26 y 45,0-2,8
1256,38,0,Frequently,594,Research & Development,2,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963.0,4,0,14,3,2,1,9,4,2,6,1,0,5,Medio,Entre 26 y 45,6-9,6
1257,31,1,Rarely,1079,Sales,16,4,Marketing,1761,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002.0,2,0,13,3,1,3,10,2,3,1,0,0,0,Medio,Entre 26 y 45,0-2,4
1258,29,0,Rarely,590,Research & Development,4,3,Technical Degree,1762,4,Female,91,2,1,Research Scientist,1,Unknown,2109.0,10007.0,1,0,13,3,3,1,1,2,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
1259,30,0,Rarely,305,Research & Development,16,3,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294.0,9128.0,3,0,16,3,3,1,10,3,3,7,0,1,7,Medio,Entre 26 y 45,6-9,0
1260,32,0,Non-Travel,953,Research & Development,5,4,Technical Degree,1764,2,Male,65,3,1,Research Scientist,2,Single,2718.0,17674.0,2,0,14,3,2,0,12,3,3,7,7,0,7,Medio,Entre 26 y 45,6-9,5
1261,38,0,Rarely,833,Research & Development,18,3,Medical,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539.0,3,1,16,3,3,1,15,2,3,1,0,1,0,Medio,Entre 26 y 45,0-2,4
1262,43,1,Frequently,807,Research & Development,17,3,Technical Degree,1767,3,Male,38,2,1,Research Scientist,3,Married,2437.0,15587.0,9,1,16,3,4,1,6,4,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
1263,42,0,Rarely,855,Research & Development,12,3,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952.0,8,0,22,4,2,3,7,6,2,5,3,0,4,Medio,Entre 26 y 45,3-5,7
1264,55,0,Rarely,478,Research & Development,2,3,Medical,1770,3,Male,60,2,5,Research Director,1,Married,19038.0,19805.0,8,0,12,3,2,3,34,2,3,1,0,0,0,Alto,A partir de 45,0-2,5
1265,33,0,Non-Travel,775,Research & Development,4,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194.0,5,0,15,3,4,2,11,2,2,9,8,1,7,Medio,Entre 26 y 45,6-9,4
1266,41,0,Rarely,548,Research & Development,9,4,Life Sciences,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520.0,1,0,20,4,2,2,5,2,3,5,3,0,4,Medio,Entre 26 y 45,3-5,4
1267,34,0,Non-Travel,1375,Sales,10,3,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001.0,12313.0,1,1,14,3,3,1,15,3,3,15,14,0,7,Medio,Entre 26 y 45,10+,2
1268,53,0,Non-Travel,661,Research & Development,1,4,Medical,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308.0,4,1,20,4,4,3,27,2,2,3,2,0,2,Alto,A partir de 45,3-5,5
1269,43,0,Rarely,244,Human Resources,2,3,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033.0,0,0,13,3,2,0,10,5,3,9,7,1,8,Medio,Entre 26 y 45,6-9,3
1270,34,0,Rarely,511,Sales,3,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353.0,5,0,12,3,1,0,6,3,3,2,2,2,2,Medio,Entre 26 y 45,0-2,2
1271,36,1,Rarely,337,Sales,7,1,Marketing,1780,2,Male,31,3,1,Sales Representative,2,Single,2679.0,4567.0,1,0,13,3,2,0,1,3,3,1,0,1,0,Medio,Entre 26 y 45,0-2,6
1272,38,0,Rarely,1153,Research & Development,6,2,Other,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,16376.0,1,0,11,3,2,1,5,3,3,5,4,0,4,Medio,Entre 26 y 45,3-5,2
1273,22,1,Rarely,1294,Research & Development,8,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,15999.0,1,1,17,3,3,0,1,6,3,1,0,0,0,Medio,Menores 25,0-2,5
1274,31,0,Rarely,196,Sales,29,4,Unknown,1784,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402.0,1,0,14,3,1,2,13,3,3,12,7,5,7,Medio,Entre 26 y 45,10+,3
1275,51,0,Rarely,942,Research & Development,3,3,Technical Degree,1786,1,Female,53,3,3,Manager,3,Married,13116.0,22984.0,2,0,11,3,4,0,15,2,3,2,2,2,2,Alto,A partir de 45,0-2,1
1276,37,0,Rarely,589,Sales,9,2,Marketing,1787,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800.0,1,0,14,3,1,2,5,2,3,5,2,0,3,Medio,Entre 26 y 45,3-5,5
1277,46,0,Rarely,734,Research & Development,2,4,Medical,1789,3,Male,46,3,5,Research Director,4,Divorced,19328.0,14218.0,7,1,17,3,3,1,24,3,3,2,1,2,2,Alto,A partir de 45,0-2,2
1278,36,0,Rarely,1383,Research & Development,10,3,Life Sciences,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321.0,25949.0,7,1,13,3,4,1,15,1,3,12,8,5,7,Medio,Entre 26 y 45,10+,4
1279,44,1,Frequently,429,Research & Development,1,2,Medical,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342.0,11092.0,1,1,12,3,3,3,6,2,2,5,3,2,3,Medio,Entre 26 y 45,3-5,6
1280,37,0,Rarely,1239,Human Resources,8,2,Other,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,12832.0,2,0,13,3,3,0,19,4,2,10,0,4,7,Medio,Entre 26 y 45,10+,4
1281,35,1,Rarely,303,Sales,27,3,Life Sciences,1797,3,Male,84,3,2,Sales Executive,4,Single,5813.0,13492.0,1,1,18,3,4,0,10,2,3,10,7,7,7,Medio,Entre 26 y 45,10+,2
1282,33,0,Rarely,867,Research & Development,8,4,Life Sciences,1798,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076.0,6,0,19,3,2,1,14,1,3,10,8,7,6,Medio,Entre 26 y 45,10+,4
1283,28,0,Rarely,1181,Research & Development,1,3,Life Sciences,1799,3,Male,82,3,1,Research Scientist,4,Married,2044.0,5531.0,1,0,11,3,3,1,5,6,4,5,3,0,3,Medio,Entre 26 y 45,3-5,0
1284,39,0,Rarely,1253,Research & Development,10,1,Medical,1800,3,Male,65,3,3,Research Director,3,Single,13464.0,7914.0,7,0,21,4,3,0,9,3,3,4,3,2,2,Alto,Entre 26 y 45,3-5,0
1285,46,0,Non-Travel,849,Sales,26,2,Life Sciences,1801,2,Male,98,2,2,Sales Executive,2,Single,7991.0,25166.0,8,0,15,3,3,0,6,3,3,2,2,2,2,Medio,A partir de 45,0-2,3
1286,40,0,Rarely,616,Research & Development,2,2,Life Sciences,1802,3,Female,99,3,1,Laboratory Technician,1,Unknown,3377.0,25605.0,4,0,17,3,4,1,7,5,2,4,3,0,2,Medio,Entre 26 y 45,3-5,4
1287,42,0,Rarely,1128,Research & Development,13,3,Medical,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696.0,5,0,18,3,3,2,10,2,2,0,0,0,0,Medio,Entre 26 y 45,0-2,6
1288,35,0,Rarely,1180,Research & Development,2,2,Medical,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762.0,24442.0,2,0,14,3,3,1,15,6,3,7,7,1,7,Medio,Entre 26 y 45,6-9,1
1289,38,0,Non-Travel,1336,Human Resources,2,3,Human Resources,1805,1,Male,100,3,1,Human Resources,2,Divorced,2592.0,7129.0,5,0,13,3,4,3,13,3,3,11,10,3,8,Medio,Entre 26 y 45,10+,3
1290,36,1,Frequently,234,Research & Development,9,4,Life Sciences,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346.0,6208.0,4,0,17,3,3,1,11,3,2,7,1,0,7,Medio,Entre 26 y 45,6-9,4
1291,37,1,Rarely,370,Research & Development,10,4,Medical,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213.0,4992.0,1,0,15,3,2,0,10,4,1,10,3,0,8,Medio,Entre 26 y 45,10+,6
1292,39,0,Frequently,766,Sales,20,3,Life Sciences,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127.0,19188.0,2,0,18,3,4,1,7,6,3,2,1,2,2,Medio,Entre 26 y 45,0-2,0
1293,43,0,Non-Travel,343,Research & Development,9,3,Life Sciences,1813,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978.0,4,0,13,3,3,0,7,3,2,3,2,1,2,Medio,Entre 26 y 45,3-5,3
1294,41,0,Rarely,447,Research & Development,5,3,Life Sciences,1814,2,Male,85,4,2,Healthcare Representative,3,Single,6870.0,15530.0,3,0,12,3,1,0,11,3,1,3,2,1,2,Medio,Entre 26 y 45,3-5,5
1295,41,0,Rarely,796,Research & Development,4,1,Marketing,1815,3,Female,81,3,3,Sales Executive,3,Unknown,10447.0,26458.0,0,1,13,3,4,1,23,3,4,22,14,13,5,Medio,Entre 26 y 45,10+,2
1296,30,0,Rarely,1092,Research & Development,10,3,Medical,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667.0,2739.0,9,0,14,3,2,0,9,3,3,7,7,0,2,Medio,Entre 26 y 45,6-9,3
1297,26,1,Rarely,920,Human Resources,20,2,Medical,1818,4,Female,69,3,1,Human Resources,2,Married,2148.0,6889.0,0,1,11,3,3,0,6,3,3,5,1,1,4,Medio,Entre 26 y 45,3-5,4
1298,46,1,Rarely,261,Research & Development,21,2,Medical,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926.0,10842.0,4,0,22,4,4,1,13,2,4,9,7,3,7,Medio,A partir de 45,6-9,2
1299,40,0,Rarely,1194,Research & Development,1,3,Life Sciences,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513.0,9060.0,4,0,17,3,4,1,12,3,3,5,3,0,3,Medio,Entre 26 y 45,3-5,0
1300,34,0,Rarely,810,Sales,8,2,Technical Degree,1823,2,Male,92,4,2,Sales Executive,3,Unknown,6799.0,22128.0,1,0,21,4,3,2,10,5,3,10,8,4,8,Medio,Entre 26 y 45,10+,1
1301,58,0,Non-Travel,350,Sales,2,3,Medical,1824,2,Male,52,3,4,Manager,2,Divorced,16291.0,22577.0,4,0,22,4,4,1,37,0,2,16,9,14,14,Alto,A partir de 45,10+,5
1302,35,0,Rarely,185,Research & Development,23,4,Medical,1826,2,Male,91,1,1,Laboratory Technician,3,Married,2705.0,9696.0,0,0,16,3,2,1,6,2,4,5,4,0,3,Medio,Entre 26 y 45,3-5,3
1303,47,0,Rarely,1001,Research & Development,4,3,Life Sciences,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.0,19271.0,8,1,12,3,3,1,28,4,3,22,11,14,10,Medio,A partir de 45,10+,4
1304,40,0,Rarely,750,Research & Development,12,3,Life Sciences,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448.0,10748.0,2,0,12,3,2,1,15,3,3,7,4,7,7,Medio,Entre 26 y 45,6-9,5
1305,54,0,Rarely,431,Research & Development,7,4,Medical,1830,4,Female,68,3,2,Research Scientist,4,Married,6854.0,15696.0,4,0,15,3,2,1,14,2,2,7,1,1,7,Medio,A partir de 45,6-9,4
1306,31,0,Frequently,1125,Sales,7,4,Marketing,1833,1,Female,68,3,3,Sales Executive,1,Married,9637.0,8277.0,2,0,14,3,4,2,9,3,3,3,2,2,2,Medio,Entre 26 y 45,3-5,3
1307,28,0,Rarely,1217,Research & Development,1,3,Medical,1834,3,Female,67,3,1,Research Scientist,1,Married,3591.0,12719.0,1,0,25,4,3,1,3,3,3,3,2,1,2,Medio,Entre 26 y 45,3-5,2
1308,38,0,Rarely,723,Sales,2,4,Marketing,1835,2,Female,77,1,2,Sales Representative,4,Married,5405.0,4244.0,2,1,20,4,1,2,20,4,2,4,2,0,3,Medio,Entre 26 y 45,3-5,7
1309,26,0,Rarely,572,Sales,10,3,Medical,1836,3,Male,46,3,2,Sales Executive,4,Single,4684.0,9125.0,1,0,13,3,1,0,5,4,3,5,3,1,2,Medio,Entre 26 y 45,3-5,2
1310,58,0,Frequently,1216,Research & Development,15,4,Life Sciences,1837,1,Male,87,3,4,Research Director,3,Married,15787.0,21624.0,2,1,14,3,2,0,23,3,3,2,2,2,2,Alto,A partir de 45,0-2,5
1311,18,0,Non-Travel,1431,Research & Development,14,3,Medical,1839,2,Female,33,3,1,Research Scientist,3,Single,1514.0,8018.0,1,0,16,3,3,0,0,4,1,0,0,0,0,Bajo,Menores 25,0-2,5
1312,31,1,Rarely,359,Human Resources,18,5,Unknown,1842,4,Male,89,4,1,Human Resources,1,Married,2956.0,21495.0,0,0,17,3,3,0,2,4,3,1,0,0,0,Medio,Entre 26 y 45,0-2,3
1313,29,1,Rarely,350,Human Resources,13,3,Human Resources,1844,1,Male,56,2,1,Human Resources,3,Divorced,2335.0,3157.0,4,1,15,3,4,3,4,3,3,2,2,2,0,Medio,Entre 26 y 45,0-2,3
1314,45,0,Non-Travel,589,Sales,2,4,Life Sciences,1845,3,Female,67,3,2,Sales Executive,3,Married,5154.0,19665.0,4,0,22,4,2,2,10,3,4,8,7,5,4,Medio,Entre 26 y 45,6-9,2
1315,36,0,Rarely,430,Research & Development,2,4,Other,1847,4,Female,73,3,2,Research Scientist,2,Married,6962.0,19573.0,4,1,22,4,4,1,15,2,3,1,0,0,0,Medio,Entre 26 y 45,0-2,5
1316,36,0,Frequently,1422,Sales,2,4,Life Sciences,1849,1,Male,92,3,2,Sales Executive,4,Married,5675.0,19246.0,1,0,20,4,3,1,7,5,3,7,7,7,7,Medio,Entre 26 y 45,6-9,1
1317,27,0,Frequently,1297,Research & Development,5,2,Life Sciences,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379.0,19826.0,0,1,14,3,3,0,6,3,2,5,4,0,4,Medio,Entre 26 y 45,3-5,4
1318,29,0,Frequently,574,Research & Development,20,1,Medical,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812.0,7003.0,1,0,13,3,2,0,11,3,4,11,8,3,4,Medio,Entre 26 y 45,10+,2
1319,32,0,Frequently,1318,Sales,10,4,Marketing,1853,4,Male,79,3,2,Sales Executive,4,Single,4648.0,26075.0,8,0,13,3,3,0,4,2,4,0,0,0,0,Medio,Entre 26 y 45,0-2,1
1320,42,0,Non-Travel,355,Research & Development,10,4,Technical Degree,1854,3,Male,38,3,1,Research Scientist,3,Unknown,2936.0,6161.0,3,0,22,4,2,2,10,1,2,6,3,3,3,Medio,Entre 26 y 45,6-9,4
1321,47,0,Rarely,207,Research & Development,9,4,Unknown,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105.0,5411.0,4,0,12,3,3,0,7,2,3,2,2,2,0,Medio,A partir de 45,0-2,1
1322,46,0,Rarely,706,Research & Development,2,2,Life Sciences,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578.0,19989.0,3,0,14,3,3,1,12,4,2,9,8,4,7,Medio,A partir de 45,6-9,2
1323,28,0,Non-Travel,280,Human Resources,1,2,Life Sciences,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706.0,10494.0,1,0,15,3,2,1,3,2,3,3,2,2,4,Medio,Entre 26 y 45,3-5,2
1324,29,0,Rarely,726,Research & Development,29,1,Life Sciences,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384.0,21143.0,8,0,17,3,4,2,11,3,3,7,0,1,6,Medio,Entre 26 y 45,6-9,0
1325,36,0,Rarely,1142,Research & Development,8,3,Life Sciences,1860,4,Male,81,3,1,Laboratory Technician,3,Unknown,3968.0,13624.0,4,0,13,3,4,0,8,3,3,0,0,0,0,Medio,Entre 26 y 45,0-2,1
1326,32,1,Rarely,414,Sales,2,4,Marketing,1862,3,Male,82,2,2,Sales Executive,2,Unknown,9907.0,26186.0,7,1,12,3,3,0,7,3,2,2,2,2,2,Medio,Entre 26 y 45,0-2,6
